construct;frq;mean of constituent
1;414;1.99
2;105;2.88
3;60;2.84
4;37;2.64
5;31;2.9
6;13;2.58
7;15;2.79
8;11;2.8
9;10;3.17
10.58;12;2.89
14.86;14;2.53
