construct;frq;mean of constituent
1;219;1.91
2;76;2.58
3;43;2.82
4;24;2.61
5;27;2.56
6;16;2.59
7;18;2.45
8;13;2.65
9;17;2.65
11.13;15;2.73
14.56;16;2.66
16.45;11;2.79
19.58;12;2.5
23.2;10;2.76
35.0;16;2.63
