construct;frq;mean of constituent
1;158;1.91
2;47;2.91
3;30;3.0
4;21;2.92
5;16;2.71
6;11;2.98
7;10;2.59
8.5;10;2.64
10.31;13;2.88
13.08;12;2.72
20.8;20;2.77
