construct;frq;mean of constituent
1;184;2.11
2;47;2.9
3;32;3.07
4;13;2.96
5;12;2.52
6;12;3.0
7;14;2.67
8;10;2.86
9.54;13;2.59
11.62;13;2.83
14.36;14;2.54
17.36;11;2.55
25.13;15;2.72
