constr_l;frq;mean_constit_l
1;129;2.68
2;110;2.68
3;115;2.69
4;70;2.73
5;27;2.7
6;15;2.49
7;11;2.49
8;3;2.25
9;1;3.22
10;3;2.7
11;1;3.09
30;1;3.3
