constr_l;frq;mean_constit_l
1;218;2.81
2;291;2.81
3;190;2.64
4;109;2.69
5;57;2.66
6;20;2.63
7;9;2.84
8;5;2.85
9;3;2.89
10;1;2.9
11;4;2.95
12;1;3.0
