phrase_l;frq;word_mean_l
1;158;1.91
2;47;2.91
3;30;3.0
4;21;2.92
5;16;2.71
6;11;2.98
7;10;2.59
8;5;2.88
9;5;2.4
10;9;2.87
11;4;2.91
12;2;2.5
13;7;2.69
14;3;2.95
15;1;2.87
16;3;2.75
17;2;2.88
18;3;2.31
19;2;2.68
20;3;2.95
21;2;2.62
23;1;2.96
26;1;3.23
32;1;3.25
44;1;2.61
