phrase_l;frq;word_mean_l
1;206;2.15
2;45;2.93
3;14;3.19
4;20;2.76
5;9;3.07
6;11;2.82
7;7;3.0
8;9;2.65
9;15;2.98
10;10;2.85
11;9;2.91
12;3;2.92
13;7;2.81
14;4;3.0
15;2;2.23
16;5;2.9
17;1;2.35
18;3;2.44
19;2;2.68
20;3;2.8
21;1;2.76
22;3;2.97
23;1;2.91
25;1;3.12
26;1;3.08
27;2;2.72
29;1;2.93
36;1;3.28
37;1;2.73
40;1;2.52
41;1;2.41
60;1;3.08
