phrase_l;frq;word_mean_l
1;29;1.83
2;13;2.54
3;2;3.17
4;4;2.75
5;3;3.13
6;3;3.0
7;2;2.29
9;1;3.0
10;1;2.1
12;3;2.42
21;1;2.76
24;1;2.38
26;1;2.65
31;1;2.39
52;1;2.56
60;1;2.22
