phrase_l;frq;word_mean_l
1;83;2.05
2;25;2.76
3;11;2.7
4;5;2.75
5;7;2.4
6;4;2.17
7;5;2.97
8;3;2.29
9;4;2.58
10;5;2.44
11;1;2.36
12;3;2.17
13;1;2.15
14;7;2.8
15;1;2.13
16;3;2.29
17;5;2.59
18;1;2.61
19;4;2.8
20;2;2.6
21;1;2.71
23;1;2.96
26;1;2.58
33;1;2.94
34;1;2.71
37;1;2.54
39;1;2.31
59;1;2.34
