phrase_l;frq;word_mean_l
1;64;1.95
2;10;3.2
3;14;2.83
4;9;2.72
5;9;3.24
6;2;3.17
7;2;3.0
8;3;3.17
9;1;3.78
10;1;3.2
11;1;2.82
12;2;3.0
13;1;3.0
14;2;3.18
16;1;2.44
17;2;2.94
18;2;2.58
19;1;2.89
20;2;2.7
21;1;2.95
24;1;2.21
25;1;2.64
26;1;2.92
30;1;2.63
32;1;2.5
36;1;2.61
40;1;2.58
