phrase_l;frq;word_mean_l
1;184;2.06
2;46;3.21
3;29;2.93
4;17;2.71
5;24;2.78
6;6;3.14
7;8;2.77
8;14;2.86
9;5;3.42
10;5;2.4
11;8;2.78
12;5;2.45
13;8;3.11
14;5;2.71
15;4;2.35
16;2;2.69
17;1;2.59
18;3;2.41
19;3;2.72
20;4;2.33
21;1;2.81
23;2;2.76
25;1;2.64
27;2;2.81
28;1;2.93
32;2;2.52
33;1;2.91
35;1;3.43
36;1;2.47
41;1;1.83
70;1;2.7
