phrase_l;frq;word_mean_l
1;37;1.84
2;10;3.4
3;9;2.67
4;2;2.62
5;2;3.1
6;4;2.54
7;1;3.29
8;1;2.25
9;1;3.11
10;1;3.1
11;1;2.18
15;1;3.33
16;1;2.81
17;1;2.76
19;2;2.58
21;1;2.81
26;1;2.5
28;1;3.0
34;1;2.76
