constr_l;frq;mean_constit_l
1;45;3.33
2;74;3.16
3;50;2.95
4;45;2.99
5;35;2.85
6;15;3.02
7;3;2.57
8;4;2.97
9;2;2.89
10;2;2.85
11;2;2.77
