constr_l;frq;mean_constit_l
1;78;3.9
2;62;3.26
3;46;3.24
4;29;3.32
5;26;3.34
6;24;3.1
7;7;3.29
8;4;2.91
9;4;3.03
10;1;3.5
22;1;3.18
