constr_l;frq;mean_constit_l
1;49;3.8
2;81;3.15
3;98;3.01
4;64;3.09
5;38;2.97
6;30;3.04
7;22;3.01
8;14;2.79
9;6;2.91
10;2;3.45
12;2;3.04
18;1;3.0
