constr_l;frq;mean_constit_l
1;28;3.86
2;30;3.57
3;34;3.31
4;24;3.35
5;23;3.17
6;14;3.43
7;6;3.43
8;4;3.34
9;1;3.11
10;2;3.0
11;1;3.0
