phrase_l;frq;word_mean_l
1;771;1.81
2;209;1.98
3;56;2.27
4;33;2.27
5;14;2.43
6;10;2.32
7;2;2.57
8;2;2.88
9;1;2.44
11;1;2.36
14;1;3.21
18;1;3.11
20;1;1.9
22;1;3.32
48;1;1.81
