phrase_l;frq;word_mean_l
1;1263;1.76
2;298;1.99
3;96;2.21
4;50;2.03
5;19;1.98
6;12;1.83
7;11;2.01
8;5;1.82
9;3;1.96
10;2;2.75
11;2;1.68
13;4;2.27
14;2;1.64
15;1;2.4
17;1;1.59
18;1;1.5
21;1;1.48
23;1;2.22
26;1;1.58
27;1;2.11
52;1;2.25
