phrase_l;frq;word_mean_l
1;623;1.78
2;144;2.03
3;39;2.15
4;16;2.23
5;9;2.16
6;5;2.03
7;1;2.57
8;1;1.5
9;1;2.44
10;1;2.4
12;1;2.25
15;2;2.4
