phrase_l;frq;word_mean_l
1;677;1.78
2;157;2.07
3;62;2.21
4;25;2.23
5;17;2.05
6;12;1.97
7;5;2.69
8;4;1.78
9;2;1.39
11;2;2.36
12;2;2.29
13;1;1.69
14;1;2.36
20;1;1.55
24;1;1.96
