phrase_l;frq;word_mean_l
1;9253;1.83
2;2178;2.07
3;762;2.24
4;366;2.23
5;186;2.15
6;112;2.13
7;54;2.2
8;46;2.09
9;26;2.21
10;12;2.49
11;15;2.05
12;9;2.19
13;6;2.12
14;5;2.23
15;5;2.55
17;1;1.59
18;5;2.41
19;3;2.18
20;3;1.72
21;1;1.48
22;3;2.76
23;1;2.22
24;2;2.69
26;1;1.58
27;1;2.11
48;1;1.81
52;1;2.25
