phrase_l;frq;word_mean_l
1;928;1.76
2;263;2.16
3;76;2.39
4;48;2.36
5;19;2.2
6;19;2.28
7;7;2.24
8;6;2.15
9;5;2.4
10;2;1.6
11;4;2.16
12;3;2.25
15;1;2.6
19;1;2.53
20;1;1.7
22;2;2.48
24;1;3.42
