constr_l;frq;mean_constit_l
1;14;4.79
2;34;2.88
3;31;2.7
4;17;2.78
5;16;2.56
6;10;2.72
7;6;2.86
8;1;2.88
9;5;3.36
10;6;2.83
12;2;1.79
14;1;3.36
16;1;2.38
18;1;3.28
19;1;4.0
24;1;1.75
30;1;1.47
50;1;1.42
