constr_l;frq;mean_constit_l
1;21;3.14
2;50;3.14
3;37;2.43
4;23;2.65
5;8;2.38
6;7;2.38
7;3;2.43
8;2;3.0
9;2;2.67
10;1;2.7
11;1;2.18
13;1;1.92
15;2;2.03
18;1;1.89
20;1;2.0
21;1;1.67
25;1;2.6
