constr_l;frq;mean_constit_l
1;341;3.12
2;403;2.93
3;380;2.57
4;241;2.55
5;162;2.65
6;95;2.62
7;56;2.52
8;44;2.71
9;20;2.84
10;21;2.8
11;10;2.6
12;7;2.29
13;6;2.15
14;5;2.66
15;6;2.54
16;3;2.73
17;2;2.79
18;2;2.58
19;1;4.0
20;1;2.0
21;4;2.75
23;1;2.17
24;2;1.71
25;1;2.6
30;1;1.47
42;1;2.17
50;1;1.42
