constr_l;frq;mean_constit_l
1;39;2.77
2;28;2.71
3;12;2.36
4;9;2.72
5;13;2.92
6;4;2.58
7;4;2.82
8;3;2.79
9;1;3.0
10;3;2.57
11;1;2.55
15;1;3.73
17;1;2.88
21;1;3.29
24;1;1.67
