constr_l;frq;mean_constit_l
1;33;2.55
2;35;3.47
3;27;2.68
4;14;2.45
5;12;3.12
6;4;2.33
7;2;2.64
8;2;3.06
10;2;3.0
11;1;3.0
12;2;2.5
13;2;2.73
14;1;2.64
16;1;2.81
21;1;3.05
