sent_l;frq;clause_mean_l
1;13;3.62
2;22;2.55
3;32;2.32
4;34;2.32
5;40;2.42
6;42;2.46
7;23;2.37
8;25;2.34
9;21;2.24
10;14;2.27
11;5;2.49
12;9;2.12
13;7;2.29
14;1;2.79
16;1;2.88
17;1;2.88
19;1;2.42
20;2;2.3
22;1;1.91
23;1;2.7
25;1;1.8
32;2;2.11
