sent_l;frq;clause_mean_l
1;11;3.0
2;23;2.5
3;36;2.36
4;46;2.28
5;57;2.31
6;22;2.14
7;30;2.22
8;25;2.23
9;14;2.37
10;6;2.3
11;8;2.14
12;3;2.14
13;1;2.38
14;4;2.14
15;1;1.8
16;1;2.19
18;2;2.25
20;1;2.3
21;1;1.9
23;1;2.52
