constr_l;frq;mean_constit_l
1;4;2.75
2;7;3.21
3;10;2.9
4;7;2.61
5;10;3.12
6;10;3.22
7;6;3.05
8;2;3.38
9;2;2.89
10;4;2.75
11;1;2.27
12;1;2.92
13;1;2.62
15;1;2.4
16;1;2.56
23;1;1.96
