constr_l;frq;mean_constit_l
1;8;4.0
2;8;3.12
3;21;2.76
4;12;3.0
5;11;2.98
6;12;2.82
7;1;3.29
8;4;3.16
9;2;3.33
10;2;2.25
11;1;2.91
12;1;3.08
20;1;2.0
