constr_l;frq;mean_constit_l
1;16;2.81
2;16;2.88
3;27;2.9
4;21;3.36
5;15;2.87
6;9;2.69
7;3;3.81
8;3;3.42
9;1;2.56
10;1;2.9
12;1;3.25
13;2;3.04
16;1;3.38
