sent_l;frq;clause_mean_l
1;37;7.43
2;43;6.31
3;27;5.44
4;17;6.06
5;14;6.5
6;6;5.83
7;3;7.29
8;3;7.42
9;2;5.28
10;1;6.5
12;1;6.92
