constr_l;frq;mean_constit_l
1;5;3.8
2;15;2.6
3;10;2.53
4;9;2.44
5;6;2.63
6;2;2.17
7;4;3.14
8;2;2.31
9;2;3.17
10;1;3.0
11;1;3.45
14;1;2.07
