construct;frq;mean of constituent
1;415;1.91
2;105;2.16
3;58;2.25
4;27;2.32
5;34;2.11
6;26;2.31
7;10;2.24
8;25;2.15
9;15;2.3
10;12;2.22
11.56;16;2.25
13.6;10;2.2
15.18;11;2.35
18.2;10;2.18
36.36;14;2.25
