construct;frq;mean of constituent
1;219;1.92
2;64;2.3
3;27;2.2
4;16;2.23
5;12;2.15
6.71;21;2.21
8.6;10;2.35
11.1;10;2.47
14.0;10;2.2
18.2;10;2.17
26.0;13;2.22
