construct;frq;mean of constituent
1;183;1.93
2;51;2.22
3;28;2.23
4;15;2.18
5;21;2.21
6;10;1.95
7;13;2.27
8;13;2.3
9.36;14;2.33
11.45;11;2.18
13.5;10;2.29
21.37;19;2.24
