construct;frq;mean of constituent
1;232;1.72
2;112;2.0
3;38;2.12
4;26;2.4
5;20;2.17
6;15;2.04
7;13;2.0
8;12;1.99
9.31;13;2.18
11.55;11;2.25
13.7;10;2.07
15.8;10;1.99
20.2;10;2.17
