construct;frq;mean of constituent
1;165;1.83
2;68;2.14
3;39;2.08
4;14;2.02
5;13;2.51
6;16;2.25
7;13;2.32
8.47;15;2.34
10;10;2.2
11.38;13;2.33
18.08;13;2.27
