construct;frq;mean of constituent
1;288;2.11
2;150;2.22
3;44;2.33
4;30;2.46
5;28;2.32
6;23;2.36
7;22;2.38
8;10;2.34
9;11;2.4
10;10;2.25
11.4;15;2.37
14.25;12;2.26
22.45;11;2.35
