sent_l;frq;clause_mean_l
1;16;3.44
2;32;2.56
3;64;2.48
4;85;2.26
5;82;2.2
6;52;2.19
7;47;2.19
8;25;2.2
9;17;2.19
10;12;2.21
11;9;2.28
12;6;2.11
13;9;2.09
14;2;1.96
15;1;2.0
16;2;2.34
17;2;2.12
18;2;2.31
20;3;2.0
22;1;2.09
