sent_l;frq;clause_mean_l
1;21;4.0
2;52;2.66
3;81;2.28
4;80;2.29
5;48;2.19
6;51;2.26
7;36;2.21
8;16;2.33
9;16;2.39
10;10;2.17
11;6;2.38
12;3;2.25
13;2;2.0
14;1;1.93
15;1;2.13
16;1;3.0
17;1;2.41
19;1;2.21
20;1;2.0
21;1;2.95
28;2;2.46
59;1;2.08
