sent_l;frq;clause_mean_l
1;20;3.25
2;51;2.61
3;115;2.35
4;108;2.19
5;100;2.05
6;80;2.16
7;62;2.11
8;32;1.96
9;14;2.05
10;12;2.09
11;8;2.22
12;4;1.98
13;8;2.01
14;3;1.74
15;3;2.22
16;2;2.28
17;1;1.59
18;4;2.4
19;3;1.82
20;1;1.8
23;2;1.76
24;1;1.62
27;2;1.72
29;1;2.31
32;1;2.03
35;1;1.54
59;1;2.29
