sent_l;frq;clause_mean_l
1;17;3.35
2;83;2.46
3;122;2.43
4;135;2.25
5;125;2.26
6;140;2.17
7;81;2.17
8;53;2.13
9;41;2.23
10;20;2.1
11;18;2.11
12;7;2.31
13;12;2.08
14;5;2.14
15;3;2.24
16;1;2.06
17;2;1.82
18;1;1.78
21;1;2.43
