sent_l;frq;clause_mean_l
1;2;2.5
2;5;2.1
3;14;2.33
4;12;2.25
5;20;2.19
6;11;2.18
7;12;2.18
8;3;2.5
9;6;2.46
10;2;2.6
11;1;2.55
12;1;2.67
15;2;2.7
20;1;2.3
