sent_l;frq;clause_mean_l
1;20;2.75
2;75;2.51
3;108;2.42
4;134;2.46
5;135;2.28
6;98;2.28
7;91;2.31
8;51;2.33
9;45;2.25
10;25;2.38
11;27;2.17
12;12;2.47
13;8;2.31
14;11;2.47
15;5;2.41
16;3;2.17
17;5;2.44
18;4;2.4
19;2;2.84
20;3;2.13
21;4;2.35
22;1;2.36
24;1;2.42
38;1;2.61
