sent_l;frq;clause_mean_l
2;6;2.42
3;5;2.4
4;11;2.41
5;15;2.39
6;11;2.38
7;12;2.25
8;11;2.2
9;4;2.19
10;1;2.6
11;3;2.15
12;1;2.25
17;1;2.59
18;2;2.31
