sent_l;frq;clause_mean_l
1;1;3.0
2;10;2.35
3;14;2.4
4;20;2.38
5;21;2.31
6;13;2.29
7;5;2.43
8;7;2.32
9;5;2.16
10;4;2.12
11;5;2.04
13;2;2.38
14;1;2.5
