sent_l;frq;clause_mean_l
1;2;2.5
2;13;2.38
3;16;2.54
4;15;2.8
5;11;2.42
6;10;2.25
7;6;2.5
8;4;2.53
9;6;2.28
10;1;2.1
11;2;2.55
13;1;2.77
