sent_l;frq;clause_mean_l
1;2;3.0
2;2;2.75
3;9;2.41
4;8;2.25
5;10;2.18
6;14;2.21
7;8;2.21
8;3;2.12
9;6;2.0
10;3;2.37
11;4;2.07
12;1;2.33
18;1;2.06
