phrase_l;frq;word_mean_l
1;551;1.82
2;128;2.18
3;53;2.53
4;24;2.5
5;20;2.23
6;5;2.17
7;4;2.57
8;4;2.5
9;5;2.49
11;4;2.91
13;1;3.08
14;1;2.21
