phrase_l;frq;word_mean_l
1;611;1.81
2;135;2.24
3;59;2.19
4;28;2.25
5;12;2.38
6;5;2.03
7;8;1.89
8;1;2.0
9;2;1.67
10;1;2.1
13;1;1.69
24;1;1.79
