phrase_l;frq;word_mean_l
1;694;1.79
2;187;2.1
3;71;2.25
4;34;2.37
5;24;2.0
6;17;2.15
7;6;2.36
8;4;2.31
9;2;2.0
10;4;2.33
11;1;1.91
