phrase_l;frq;word_mean_l
1;6867;1.82
2;1684;2.16
3;704;2.31
4;312;2.36
5;165;2.32
6;129;2.24
7;67;2.31
8;35;2.24
9;22;2.33
10;9;2.22
11;18;2.23
12;11;2.11
13;6;2.47
14;3;2.26
15;4;1.95
16;1;2.69
17;1;2.88
18;1;2.56
22;1;1.91
24;1;1.79
29;1;2.62
