phrase_l;frq;word_mean_l
1;599;1.85
2;133;2.32
3;63;2.51
4;32;2.27
5;15;2.68
6;19;2.35
7;6;2.24
8;4;1.88
9;5;2.8
11;1;1.36
12;2;1.79
13;2;2.27
15;2;1.67
17;1;2.88
29;1;2.62
