phrase_l;frq;word_mean_l
1;576;1.69
2;209;1.96
3;76;2.12
4;31;2.44
5;13;2.26
6;15;1.94
7;9;2.22
8;3;2.17
9;2;2.22
10;1;2.1
11;2;1.82
14;1;2.0
