phrase_l;frq;word_mean_l
1;468;1.83
2;129;2.08
3;52;2.3
4;17;2.29
5;9;2.73
6;13;2.31
7;8;2.25
8;2;1.94
9;2;2.5
10;2;2.2
11;1;2.45
