construct;frq;mean of constituent
1;6867;1.82
2;1684;2.16
3;704;2.31
4;312;2.36
5;165;2.32
6;129;2.24
7;67;2.31
8;35;2.24
9;22;2.33
10.67;27;2.23
12;11;2.11
16.11;19;2.31
