phrase_l;frq;word_mean_l
1;124;1.94
2;23;2.33
3;17;2.47
4;15;2.28
5;12;2.4
6;8;2.15
7;6;2.07
8;2;2.12
9;1;2.0
10;2;2.05
11;3;2.55
12;1;2.33
13;2;2.38
14;3;2.48
15;2;2.5
17;2;2.29
20;1;2.9
30;1;2.23
35;1;2.86
