phrase_l;frq;word_mean_l
1;36;2.0
2;13;2.46
3;6;2.28
4;6;2.83
5;2;2.5
6;1;2.33
7;1;2.86
9;1;2.22
10;1;2.8
11;1;2.82
14;1;2.36
15;1;1.8
22;1;2.27
46;1;2.37
