phrase_l;frq;word_mean_l
1;61;2.08
2;20;2.12
3;10;2.2
4;6;2.38
5;3;1.93
6;3;2.44
7;4;2.61
8;3;2.21
9;4;2.5
10;3;2.1
11;3;2.27
12;1;2.67
13;2;2.19
15;1;3.2
17;1;2.41
22;2;2.11
