phrase_l;frq;word_mean_l
1;42;1.79
2;13;2.46
3;9;2.11
4;4;2.69
5;2;2.0
6;2;2.33
7;1;2.0
8;3;2.67
9;2;2.72
11;3;2.33
13;2;2.35
14;2;2.5
15;1;2.0
22;1;2.36
35;1;2.14
