phrase_l;frq;word_mean_l
1;55;1.87
2;10;2.15
3;4;2.58
4;7;2.29
5;2;2.2
6;9;2.37
7;7;2.27
8;3;2.38
10;1;2.1
11;2;2.14
12;1;2.33
15;1;2.2
16;1;2.56
17;2;2.29
42;1;2.12
